Log file open, 01/18/23 03:58:52
[2023.01.18-08.58.55:333][  0]LogMeshReduction: Using QuadricMeshReduction for automatic static mesh reduction
[2023.01.18-08.58.55:333][  0]LogMeshReduction: Using SimplygonMeshReduction for automatic skeletal mesh reduction
[2023.01.18-08.58.55:333][  0]LogMeshReduction: Using ProxyLODMeshReduction for automatic mesh merging
[2023.01.18-08.58.55:333][  0]LogMeshReduction: No distributed automatic mesh merging module available
[2023.01.18-08.58.55:333][  0]LogMeshMerging: No distributed automatic mesh merging module available
[2023.01.18-08.58.55:389][  0]LogNetVersion: ObstacleAssault 1.0.0, NetCL: 23058290, EngineNetVer: 30, GameNetVer: 0 (Checksum: 765388646)
[2023.01.18-08.58.55:598][  0]LogUObjectArray: 20936 objects as part of root set at end of initial load.
[2023.01.18-08.58.55:598][  0]LogUObjectAllocator: 5786176 out of 0 bytes used by permanent object pool.
[2023.01.18-08.58.55:598][  0]LogUObjectArray: CloseDisregardForGC: 0/0 objects in disregard for GC pool
[2023.01.18-08.58.55:615][  0]LogSlate: Border
[2023.01.18-08.58.55:615][  0]LogSlate: BreadcrumbButton
[2023.01.18-08.58.55:615][  0]LogSlate: Brushes.Title
[2023.01.18-08.58.55:615][  0]LogSlate: Default
[2023.01.18-08.58.55:615][  0]LogSlate: Icons.Save
[2023.01.18-08.58.55:615][  0]LogSlate: Icons.Toolbar.Settings
[2023.01.18-08.58.55:615][  0]LogSlate: ListView
[2023.01.18-08.58.55:615][  0]LogSlate: SoftwareCursor_CardinalCross
[2023.01.18-08.58.55:615][  0]LogSlate: SoftwareCursor_Grab
[2023.01.18-08.58.55:615][  0]LogSlate: TableView.DarkRow
[2023.01.18-08.58.55:616][  0]LogSlate: TableView.Row
[2023.01.18-08.58.55:616][  0]LogSlate: TreeView
[2023.01.18-08.58.55:855][  0]LogTurnkeySupport: Completed device detection: Code = 0
[2023.01.18-08.58.55:931][  0]LogAudio: Display: Registering Engine Module Parameter Interfaces...
[2023.01.18-08.58.55:946][  0]LogMetasoundEngine: MetaSound Engine Initialized
[2023.01.18-08.58.56:076][  0]LogPython: Using Python 3.9.7
[2023.01.18-08.58.56:661][  0]LogNiagaraDebuggerClient: Niagara Debugger Client Initialized | Session: D88B80894681CC7E805F068F0ABD5219 | Instance: 3C4282E3453580947ED13AA6C9039EF8 (DESKTOP-V20U4UB-22476).
[2023.01.18-08.58.56:733][  0]LogUdpMessaging: Initializing bridge on interface 0.0.0.0:0 to multicast group 230.0.0.1:6666.
[2023.01.18-08.58.56:735][  0]LogUdpMessaging: Display: Added local interface '192.168.0.5' to multicast group '230.0.0.1:6666'
[2023.01.18-08.58.56:740][  0]LogTcpMessaging: Initializing TcpMessaging bridge
[2023.01.18-08.58.56:822][  0]LogAndroidPermission: UAndroidPermissionCallbackProxy::GetInstance
[2023.01.18-08.58.56:836][  0]LogAudioCaptureCore: Display: No Audio Capture implementations found. Audio input will be silent.
[2023.01.18-08.58.56:836][  0]LogAudioCaptureCore: Display: No Audio Capture implementations found. Audio input will be silent.
[2023.01.18-08.58.56:973][  0]LogOpenImageDenoise: OIDN starting up
[2023.01.18-08.58.57:062][  0]SourceControl: Source control is disabled
[2023.01.18-08.58.57:064][  0]SourceControl: Source control is disabled
[2023.01.18-08.58.57:067][  0]SourceControl: Source control is disabled
[2023.01.18-08.58.57:085][  0]LogUProjectInfo: Found projects:
[2023.01.18-08.58.57:210][  0]LogCollectionManager: Loaded 0 collections in 0.000842 seconds
[2023.01.18-08.58.57:212][  0]LogFileCache: Scanning file cache for directory 'E:/Unreal Projects/ObstacleAssault/ObstacleAssault/Saved/Collections/' took 0.00s
[2023.01.18-08.58.57:213][  0]LogFileCache: Scanning file cache for directory 'E:/Unreal Projects/ObstacleAssault/ObstacleAssault/Content/Developers/Kuroha/Collections/' took 0.00s
[2023.01.18-08.58.57:214][  0]LogFileCache: Scanning file cache for directory 'E:/Unreal Projects/ObstacleAssault/ObstacleAssault/Content/Collections/' took 0.00s
[2023.01.18-08.58.57:633][  0]LogEngine: Initializing Engine...
[2023.01.18-08.58.57:642][  0]LogStats: UGameplayTagsManager::InitializeManager -  0.000 s
[2023.01.18-08.58.57:642][  0]LogMaterial: Display: Missing cached shadermap for WireframeMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: 33C1CC8C155A68B222673666EE2950BFA374C65E), compiling. Is special engine material.
[2023.01.18-08.58.57:643][  0]LogMaterial: Display: Missing cached shadermap for LevelColorationLitMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: 0B5404728330F9B710557703AC54BFE90D376E51), compiling. Is special engine material.
[2023.01.18-08.58.57:646][  0]LogMaterial: Display: Missing cached shadermap for LevelColorationUnlitMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: F8C824DF53F3FC64B802BDD5A317B7DA3E491C29), compiling. Is special engine material.
[2023.01.18-08.58.57:649][  0]LogMaterial: Display: Missing cached shadermap for MAT_LevelColorationLitLightmapUV in PCD3D_SM6, Default, SM6 (DDC key hash: 1EC3A8DD86B898F0F78D02738EE321A11695844F), compiling. Is special engine material.
[2023.01.18-08.58.57:651][  0]LogMaterial: Display: Missing cached shadermap for ShadedLevelColorationLitMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: B6F2D30827D9225AB2707EFF40E594A434904175), compiling. Is special engine material.
[2023.01.18-08.58.57:653][  0]LogMaterial: Display: Missing cached shadermap for ShadedLevelColorationUnlitMateri in PCD3D_SM6, Default, SM6 (DDC key hash: 94BA5E9721C1DF0760D093CA87A4C4331226D368), compiling. Is special engine material.
[2023.01.18-08.58.57:709][  0]LogInit: Initializing FReadOnlyCVARCache
[2023.01.18-08.58.57:719][  0]LogChaos: FPhysicsSolverBase::AsyncDt:0.016667
[2023.01.18-08.58.57:733][  0]LogAIModule: Creating AISystem for world Untitled
[2023.01.18-08.58.57:734][  0]LogNetVersion: Set ProjectVersion to 4.1. Version Checksum will be recalculated on next use.
[2023.01.18-08.58.57:734][  0]LogInit: Texture streaming: Enabled
[2023.01.18-08.58.57:749][  0]LogAnalytics: Display: [UEEditor.Rocket.Release] APIServer = https://datarouter.ol.epicgames.com/. AppVersion = 5.1.0-23058290+++UE5+Release-5.1
[2023.01.18-08.58.57:757][  0]LogAudio: Display: Initializing Audio Device Manager...
[2023.01.18-08.58.57:768][  0]LogAudio: Display: Loading Default Audio Settings Objects...
[2023.01.18-08.58.57:769][  0]LogAudio: Display: No default SoundConcurrencyObject specified (or failed to load).
[2023.01.18-08.58.57:770][  0]LogAudio: Display: AudioInfo: 'BINKA' Registered
[2023.01.18-08.58.57:771][  0]LogAudio: Display: AudioInfo: 'PCM' Registered
[2023.01.18-08.58.57:771][  0]LogAudio: Display: AudioInfo: 'ADPCM' Registered
[2023.01.18-08.58.57:771][  0]LogAudio: Display: AudioInfo: 'OGG' Registered
[2023.01.18-08.58.57:771][  0]LogAudio: Display: AudioInfo: 'OPUS' Registered
[2023.01.18-08.58.57:771][  0]LogAudio: Display: Audio Device Manager Initialized
[2023.01.18-08.58.57:771][  0]LogAudio: Display: Creating Audio Device:                 Id: 1, Scope: Shared, Realtime: True
[2023.01.18-08.58.57:771][  0]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2023.01.18-08.58.57:771][  0]LogAudioMixer: Display: 	Sample Rate:						  48000
[2023.01.18-08.58.57:771][  0]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2023.01.18-08.58.57:771][  0]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2023.01.18-08.58.57:771][  0]LogAudioMixer: Display: 	Number of buffers to queue:			  1
[2023.01.18-08.58.57:771][  0]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2023.01.18-08.58.57:771][  0]LogAudioMixer: Display: 	Number of Async Source Workers:		  4
[2023.01.18-08.58.57:771][  0]LogAudio: Display: AudioDevice MaxSources: 32
[2023.01.18-08.58.57:771][  0]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2023.01.18-08.58.57:771][  0]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2023.01.18-08.58.57:771][  0]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2023.01.18-08.58.57:777][  0]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2023.01.18-08.58.57:973][  0]LogAudioMixer: Display: Using Audio Hardware Device AW2521HF (NVIDIA High Definition Audio)
[2023.01.18-08.58.57:973][  0]LogAudioMixer: Display: Initializing Sound Submixes...
[2023.01.18-08.58.57:974][  0]LogAudioMixer: Display: Creating Master Submix 'MasterSubmixDefault'
[2023.01.18-08.58.57:975][  0]LogAudioMixer: Display: Creating Master Submix 'MasterReverbSubmixDefault'
[2023.01.18-08.58.57:975][  0]LogAudioMixer: FMixerPlatformXAudio2::StartAudioStream() called. InstanceID=1
[2023.01.18-08.58.57:975][  0]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=1
[2023.01.18-08.58.57:977][  0]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=1
[2023.01.18-08.58.57:977][  0]LogAudioMixer: Display: FMixerPlatformXAudio2::SubmitBuffer() called for the first time. InstanceID=1
[2023.01.18-08.58.57:977][  0]LogInit: FAudioDevice initialized.
[2023.01.18-08.58.57:977][  0]LogAudio: Display: Audio Device (ID: 1) registered with world 'Untitled'.
[2023.01.18-08.58.57:988][  0]LogCsvProfiler: Display: Metadata set : largeworldcoordinates="1"
[2023.01.18-08.58.57:993][  0]LogLiveCoding: Display: Starting LiveCoding
[2023.01.18-08.58.57:993][  0]LogLiveCoding: Display: LiveCodingConsole Arguments: UnrealEditor Win64 Development
[2023.01.18-08.58.57:994][  0]LogLiveCoding: Display: First instance in process group "UE_ObstacleAssault_0xc49f35c2", spawning console
[2023.01.18-08.58.58:000][  0]LogLiveCoding: Display: Waiting for server
[2023.01.18-08.58.58:675][  0]LogLiveCoding: Display: Successfully initialized, removing startup thread
[2023.01.18-08.58.58:690][  0]LogInit: Transaction tracking system initialized
[2023.01.18-08.58.58:710][  0]LogSourceControl: Display: Uncontrolled Changelist persistency file loaded E:/Unreal Projects/ObstacleAssault/ObstacleAssault/Saved/SourceControl/UncontrolledChangelists.json
[2023.01.18-08.58.58:710][  0]LogSourceControl: Uncontrolled asset enumeration started...
[2023.01.18-08.58.58:714][  0]LogSourceControl: Uncontrolled asset enumeration finished in 0.004042 seconds (Found 115 uncontrolled assets)
[2023.01.18-08.58.58:736][  0]BlueprintLog: New page: Editor Load
[2023.01.18-08.58.58:832][  0]LocalizationService: Localization service is disabled
[2023.01.18-08.58.58:854][  0]TimingProfiler: Initialize
[2023.01.18-08.58.58:854][  0]TimingProfiler: OnSessionChanged
[2023.01.18-08.58.58:854][  0]LoadingProfiler: Initialize
[2023.01.18-08.58.58:854][  0]LoadingProfiler: OnSessionChanged
[2023.01.18-08.58.58:854][  0]NetworkingProfiler: Initialize
[2023.01.18-08.58.58:854][  0]NetworkingProfiler: OnSessionChanged
[2023.01.18-08.58.58:854][  0]MemoryProfiler: Initialize
[2023.01.18-08.58.58:854][  0]MemoryProfiler: OnSessionChanged
[2023.01.18-08.58.58:890][  0]Warning: In asset 'None', there is an enum property of type 'EIOSVersion' with an invalid value of 'IOS_11'
[2023.01.18-08.58.58:890][  0]LogObj: Error: LoadConfig (/Script/IOSRuntimeSettings.Default__IOSRuntimeSettings): import failed for MinimumiOSVersion in: IOS_11
[2023.01.18-08.58.59:036][  0]LogFileCache: Scanning file cache for directory 'E:/Unreal Projects/ObstacleAssault/ObstacleAssault/Content/' took 0.01s
[2023.01.18-08.58.59:085][  0]LogEditorDomain: Display: Class /Script/AnimationData.AnimationSequencerDataModel is imported by a package but does not exist in memory. EditorDomain keys for packages using it will be invalid if it still exists.
	To clear this message, resave packages that use the deleted class, or load its module earlier than the packages that use it are referenced.
[2023.01.18-08.58.59:110][  0]LogLevelSequenceEditor: LevelSequenceEditor subsystem initialized.
[2023.01.18-08.58.59:245][  0]LogInit: Display: Engine is initialized. Leaving FEngineLoop::Init()
[2023.01.18-08.58.59:246][  0]SourceControl: Source control is disabled
[2023.01.18-08.58.59:246][  0]LogUnrealEdMisc: Loading editor; pre map load, took 7.341
[2023.01.18-08.58.59:246][  0]Cmd: MAP LOAD FILE="E:/Unreal Projects/ObstacleAssault/ObstacleAssault/Content/Main.umap" TEMPLATE=0 SHOWPROGRESS=1 FEATURELEVEL=4
[2023.01.18-08.58.59:246][  0]LightingResults: New page: Lighting Build
[2023.01.18-08.58.59:249][  0]LogWorld: UWorld::CleanupWorld for Untitled, bSessionEnded=true, bCleanupResources=true
[2023.01.18-08.58.59:249][  0]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.01.18-08.58.59:250][  0]MapCheck: New page: Map Check
[2023.01.18-08.58.59:250][  0]LightingResults: New page: Lighting Build
[2023.01.18-08.58.59:255][  0]LogAudio: Display: Audio Device unregistered from world 'None'.
[2023.01.18-08.58.59:259][  0]LogUObjectHash: Compacting FUObjectHashTables data took   0.56ms
[2023.01.18-08.59.00:039][  0]LogAudio: Display: Audio Device (ID: 1) registered with world 'Main'.
[2023.01.18-08.59.00:039][  0]LogChaos: FPhysicsSolverBase::AsyncDt:0.016667
[2023.01.18-08.59.00:040][  0]LogAIModule: Creating AISystem for world Main
[2023.01.18-08.59.00:526][  0]LogNiagara: Compiling System NiagaraSystem /Game/LearningKit_Games/Assets/VFX/Pollen/VFX_Pollen.VFX_Pollen took 0.504173 sec, no shader worker used.
[2023.01.18-08.59.00:542][  0]LogNiagara: Compiling System NiagaraSystem /Game/LearningKit_Games/Assets/VFX/Emitters/Enviroment/NS_WindCurveSystem.NS_WindCurveSystem took 0.552066 sec, no shader worker used.
[2023.01.18-08.59.00:546][  0]LogNiagara: Compiling System NiagaraSystem /Game/LearningKit_Games/Assets/VFX/Clouds/VFX_MeshClouds_Base.VFX_MeshClouds_Base took 0.539507 sec, no shader worker used.
[2023.01.18-08.59.01:473][  0]LogEditorServer: Finished looking for orphan Actors (0.000 secs)
[2023.01.18-08.59.01:533][  0]LogUObjectHash: Compacting FUObjectHashTables data took   0.65ms
[2023.01.18-08.59.01:534][  0]Cmd: MAP CHECKDEP NOCLEARLOG
[2023.01.18-08.59.01:534][  0]MapCheck: Map check complete: 0 Error(s), 0 Warning(s), took 0.105ms to complete.
[2023.01.18-08.59.01:534][  0]LogFileHelpers: Loading map 'Main' took 2.287
[2023.01.18-08.59.01:542][  0]LogUnrealEdMisc: Total Editor Startup Time, took 9.637
[2023.01.18-08.59.01:542][  0]LogShaderCompilers: Display: ================================================
[2023.01.18-08.59.01:542][  0]LogShaderCompilers: Display: === FShaderJobCache stats ===
[2023.01.18-08.59.01:542][  0]LogShaderCompilers: Display: Total job queries 14, among them cache hits 0 (0.00%)
[2023.01.18-08.59.01:542][  0]LogShaderCompilers: Display: Tracking 14 distinct input hashes that result in 14 distinct outputs (100.00%)
[2023.01.18-08.59.01:542][  0]LogShaderCompilers: Display: RAM used: 0.08 MB (0.00 GB) of 1638.40 MB (1.60 GB) budget. Usage: 0.00%
[2023.01.18-08.59.01:542][  0]LogShaderCompilers: Display: === Shader Compilation stats ===
[2023.01.18-08.59.01:542][  0]LogShaderCompilers: Display: Shaders Compiled: 0
[2023.01.18-08.59.01:542][  0]LogShaderCompilers: Display: Jobs assigned 0, completed 0 (0.00%)
[2023.01.18-08.59.01:542][  0]LogShaderCompilers: Display: Time at least one job was in flight (either pending or executed): 0.00 s
[2023.01.18-08.59.01:542][  0]LogShaderCompilers: Display: ================================================
[2023.01.18-08.59.01:642][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.18-08.59.01:646][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.18-08.59.01:649][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.18-08.59.01:652][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.18-08.59.01:685][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/StarterContent.upack', mount point: 'root:/'
[2023.01.18-08.59.01:685][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_FirstPerson.upack', mount point: 'root:/'
[2023.01.18-08.59.01:685][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_FirstPersonBP.upack', mount point: 'root:/'
[2023.01.18-08.59.01:686][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_HandheldARBP.upack', mount point: 'root:/'
[2023.01.18-08.59.01:686][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_ThirdPerson.upack', mount point: 'root:/'
[2023.01.18-08.59.01:686][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_ThirdPersonBP.upack', mount point: 'root:/'
[2023.01.18-08.59.01:687][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_TopDown.upack', mount point: 'root:/'
[2023.01.18-08.59.01:687][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_TopDownBP.upack', mount point: 'root:/'
[2023.01.18-08.59.01:687][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_VehicleAdvBP.upack', mount point: 'root:/'
[2023.01.18-08.59.01:687][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_VirtualRealityBP.upack', mount point: 'root:/'
[2023.01.18-08.59.01:773][  0]LogSlate: Took 0.000137 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Regular.ttf' (155K)
[2023.01.18-08.59.01:775][  0]LogSlate: Took 0.000087 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Italic.ttf' (157K)
[2023.01.18-08.59.01:776][  0]LogSlate: Took 0.000057 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/DroidSansMono.ttf' (77K)
[2023.01.18-08.59.01:788][  0]LogViewport: Scene viewport resized to 1482x894, mode Windowed.
[2023.01.18-08.59.02:390][  0]LogStall: Startup...
[2023.01.18-08.59.02:391][  0]LogStall: Startup complete.
[2023.01.18-08.59.02:398][  0]LogInput: Warning: Action Jump uses invalid key Daydream_Left_Select_Click.
[2023.01.18-08.59.02:398][  0]LogInput: Warning: Action ResetVR uses invalid key Daydream_Left_Trackpad_Click.
[2023.01.18-08.59.02:398][  0]LogInput: Warning: Action Jump uses invalid key OculusGo_Left_Trigger_Click.
[2023.01.18-08.59.02:398][  0]LogInput: Warning: Action Jump uses invalid key MagicLeap_Left_Trigger.
[2023.01.18-08.59.02:398][  0]LogInput: Warning: Action ResetVR uses invalid key OculusGo_Left_Trackpad_Click.
[2023.01.18-08.59.02:398][  0]LogInput: Warning: Action ResetVR uses invalid key MagicLeap_Left_Bumper.
[2023.01.18-08.59.02:398][  0]LogInput: Warning: Use -RemoveInvalidKeys to remove instances of these keys from the action mapping.
[2023.01.18-08.59.02:398][  0]LogLoad: (Engine Initialization) Total time: 10.49 seconds
[2023.01.18-08.59.02:398][  0]LogLoad: (Engine Initialization) Total Blueprint compile time: 0.00 seconds
[2023.01.18-08.59.02:433][  0]LogAssetRegistry: Asset discovery search completed in 7.6486 seconds
[2023.01.18-08.59.02:447][  0]LogCollectionManager: Fixed up redirectors for 0 collections in 0.000005 seconds (updated 0 objects)
[2023.01.18-08.59.02:629][  0]LogTurnkeySupport: Turnkey Device: Win64@DESKTOP-V20U4UB: (Name=DESKTOP-V20U4UB, Type=Computer, Status=Valid, , Flags="Device_InstallSoftwareValid")
[2023.01.18-08.59.02:631][  0]LogContentStreaming: Texture pool size now 800 MB
[2023.01.18-08.59.02:701][  0]LogAutomationController: Ignoring very large delta of 16788656.41 seconds in calls to FAutomationControllerManager::Tick() and not penalizing unresponsive tests
[2023.01.18-08.59.03:012][  1]LogSlate: Took 0.000102 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Regular.ttf' (155K)
[2023.01.18-09.01.13:919][640]LogDerivedDataCache: C:/Users/Kuroha/AppData/Local/UnrealEngine/Common/DerivedDataCache: Maintenance finished in +00:00:20.113 and deleted 0 files with total size 0 MiB. Scanned 11170 files in 10631 folders with total size 284 MiB.
[2023.01.18-09.02.19:869][525]LogSlate: Took 0.000115 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Bold.ttf' (160K)
[2023.01.18-09.02.19:875][525]LogSlate: Took 0.000083 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Light.ttf' (167K)
[2023.01.18-09.06.08:432][870]LogBlueprint: Warning: [AssetLog] E:\Unreal Projects\ObstacleAssault\ObstacleAssault\Content\SCK_Casual01\Blueprints\ThirdPersonCharacter.uasset: [Compiler] Input Axis Event references unknown Axis 'TurnRate' for  InputAxis TurnRate
[2023.01.18-09.06.08:432][870]LogBlueprint: Warning: [AssetLog] E:\Unreal Projects\ObstacleAssault\ObstacleAssault\Content\SCK_Casual01\Blueprints\ThirdPersonCharacter.uasset: [Compiler] Input Axis Event references unknown Axis 'Turn' for  InputAxis Turn
[2023.01.18-09.06.08:465][870]LogAnimationCompression: Building Anim DDC data for AnimSequence /Game/SCK_Casual01/Mannequin/Animations/ThirdPerson_Jump.ThirdPerson_Jump
[2023.01.18-09.06.08:475][870]LogSkeletalMesh: Building Skeletal Mesh SK_Mannequin...
[2023.01.18-09.06.08:475][870]LogTexture: Display: Building textures: /Game/SCK_Casual01/Mannequin/Character/Materials/MaterialLayers/T_ML_Rubber_Blue_01_D.T_ML_Rubber_Blue_01_D (TFO_AutoDXT, 512x512 x1x1x1) (Required Memory Estimate: 45.145823 MB), EncodeSpeed: Fast
[2023.01.18-09.06.08:476][870]LogTexture: Display: Building textures: /Game/SCK_Casual01/Mannequin/Character/Materials/MaterialLayers/T_ML_Aluminum01_N.T_ML_Aluminum01_N (TFO_BC5, 512x512 x1x1x1) (Required Memory Estimate: 81.562488 MB), EncodeSpeed: Fast
[2023.01.18-09.06.08:476][870]LogTexture: Display: Building textures: /Game/SCK_Casual01/Mannequin/Character/Materials/MaterialLayers/T_ML_Aluminum01.T_ML_Aluminum01 (TFO_AutoDXT, 512x512 x1x1x1) (Required Memory Estimate: 45.145823 MB), EncodeSpeed: Fast
[2023.01.18-09.06.08:477][870]LogTexture: Display: Building textures: /Game/SCK_Casual01/Mannequin/Character/Materials/MaterialLayers/T_ML_Rubber_Blue_01_N.T_ML_Rubber_Blue_01_N (TFO_BC5, 512x512 x1x1x1) (Required Memory Estimate: 81.562488 MB), EncodeSpeed: Fast
[2023.01.18-09.06.08:478][870]LogTexture: Display: Building textures: /Game/SCK_Casual01/Mannequin/Character/Textures/UE4Man_Logo_N.UE4Man_Logo_N (TFO_BC5, 512x512 x1x1x1) (Required Memory Estimate: 81.562488 MB), EncodeSpeed: Fast
[2023.01.18-09.06.08:526][870]LogSkeletalMesh: Built Skeletal Mesh [0.05s] /Game/SCK_Casual01/Mannequin/Character/Mesh/SK_Mannequin.SK_Mannequin
[2023.01.18-09.06.08:540][870]LogAnimationCompression: Building Anim DDC data for AnimSequence /Game/SCK_Casual01/Mannequin/Animations/ThirdPersonWalk.ThirdPersonWalk
[2023.01.18-09.06.08:540][870]LogAnimationCompression: Building Anim DDC data for AnimSequence /Game/SCK_Casual01/Mannequin/Animations/ThirdPersonRun.ThirdPersonRun
[2023.01.18-09.06.08:611][871]LogActorFactory: Actor Factory attempting to spawn BlueprintGeneratedClass /Game/SCK_Casual01/Blueprints/ThirdPersonCharacter.ThirdPersonCharacter_C
[2023.01.18-09.06.08:612][871]LogActorFactory: Actor Factory attempting to spawn BlueprintGeneratedClass /Game/SCK_Casual01/Blueprints/ThirdPersonCharacter.ThirdPersonCharacter_C
[2023.01.18-09.06.08:615][871]LogActorFactory: Actor Factory spawned Blueprint /Game/SCK_Casual01/Blueprints/ThirdPersonCharacter.ThirdPersonCharacter as actor: ThirdPersonCharacter_C /Game/Main.Main:PersistentLevel.ThirdPersonCharacter_C_0
[2023.01.18-09.06.08:616][871]LogActorFactory: Actor Factory spawned Blueprint /Game/SCK_Casual01/Blueprints/ThirdPersonCharacter.ThirdPersonCharacter as actor: ThirdPersonCharacter_C /Game/Main.Main:PersistentLevel.ThirdPersonCharacter_C_0
[2023.01.18-09.06.08:620][871]LogActorFactory: Loading ActorFactory Class /Script/Engine.LevelInstance
[2023.01.18-09.06.08:623][871]LogAnimationCompression: Building Anim DDC data for AnimSequence /Game/SCK_Casual01/Mannequin/Animations/ThirdPersonJump_Start.ThirdPersonJump_Start
[2023.01.18-09.06.08:623][871]LogAnimationCompression: Building Anim DDC data for AnimSequence /Game/SCK_Casual01/Mannequin/Animations/ThirdPersonIdle.ThirdPersonIdle
[2023.01.18-09.06.08:625][871]LogShaderCompilers: Display: ================================================
[2023.01.18-09.06.08:625][871]LogShaderCompilers: Display: === FShaderJobCache stats ===
[2023.01.18-09.06.08:625][871]LogShaderCompilers: Display: Total job queries 84, among them cache hits 2 (2.38%)
[2023.01.18-09.06.08:625][871]LogShaderCompilers: Display: Tracking 66 distinct input hashes that result in 53 distinct outputs (80.30%)
[2023.01.18-09.06.08:625][871]LogShaderCompilers: Display: RAM used: 0.43 MB (0.00 GB) of 1638.40 MB (1.60 GB) budget. Usage: 0.03%
[2023.01.18-09.06.08:625][871]LogShaderCompilers: Display: === Shader Compilation stats ===
[2023.01.18-09.06.08:625][871]LogShaderCompilers: Display: Shaders Compiled: 0
[2023.01.18-09.06.08:625][871]LogShaderCompilers: Display: Jobs assigned 0, completed 0 (0.00%)
[2023.01.18-09.06.08:625][871]LogShaderCompilers: Display: Time at least one job was in flight (either pending or executed): 0.00 s
[2023.01.18-09.06.08:625][871]LogShaderCompilers: Display: ================================================
[2023.01.18-09.06.08:671][872]LogAnimationCompression: Building Anim DDC data for AnimSequence /Game/SCK_Casual01/Mannequin/Animations/ThirdPersonJump_Loop.ThirdPersonJump_Loop
[2023.01.18-09.06.11:527][148]LogActorFactory: Actor Factory attempting to spawn BlueprintGeneratedClass /Game/SCK_Casual01/Blueprints/ThirdPersonCharacter.ThirdPersonCharacter_C
[2023.01.18-09.06.11:527][148]LogActorFactory: Actor Factory attempting to spawn BlueprintGeneratedClass /Game/SCK_Casual01/Blueprints/ThirdPersonCharacter.ThirdPersonCharacter_C
[2023.01.18-09.06.11:531][148]LogActorFactory: Actor Factory spawned Blueprint /Game/SCK_Casual01/Blueprints/ThirdPersonCharacter.ThirdPersonCharacter as actor: ThirdPersonCharacter_C /Game/Main.Main:PersistentLevel.ThirdPersonCharacter_C_1
[2023.01.18-09.06.11:532][148]LogActorFactory: Actor Factory spawned Blueprint /Game/SCK_Casual01/Blueprints/ThirdPersonCharacter.ThirdPersonCharacter as actor: ThirdPersonCharacter_C /Game/Main.Main:PersistentLevel.ThirdPersonCharacter_C_1
[2023.01.18-09.06.11:691][149]LogViewport: Scene viewport resized to 467x282, mode Windowed.
[2023.01.18-09.09.02:728][302]LogUObjectHash: Compacting FUObjectHashTables data took   0.75ms
